query_id	chunk_id	label
22	599	Partial
22	706	Partial
22	828	Exact
22	829	Partial
22	837	Exact
22	838	Exact
22	847	Exact
22	852	Exact
22	853	Exact
22	866	Partial
22	874	Partial
22	888	Partial
22	899	Exact
22	909	Partial
22	911	Exact
22	915	Partial
22	932	Partial
22	1013	Partial
22	1014	Partial
22	1090	Exact
22	1299	Partial
22	1506	Partial
22	1556	Exact
22	1710	Partial
23	19	Partial
23	71	Partial
23	259	Exact
23	451	Partial
23	598	Partial
23	719	Partial
23	722	Exact
23	727	Partial
23	769	Partial
23	829	Partial
23	853	Partial
23	862	Partial
23	898	Partial
23	938	Partial
23	1033	Partial
23	1131	Partial
23	1158	Partial
23	1178	Partial
23	1722	Exact
24	99	Exact
24	100	Exact
24	356	Partial
24	357	Partial
24	367	Partial
24	370	Partial
24	449	Partial
24	450	Exact
24	451	Exact
24	608	Partial
24	610	Exact
24	794	Partial
24	859	Partial
24	860	Exact
24	862	Partial
24	910	Partial
24	1107	Partial
24	1492	Partial
24	1554	Exact
24	1555	Partial
24	1570	Partial
24	1619	Exact
24	1620	Exact
25	232	Exact
25	233	Partial
25	240	Exact
25	540	Exact
25	541	Partial
25	547	Partial
25	548	Partial
25	560	Partial
25	565	Partial
25	576	Partial
25	622	Partial
25	787	Partial
25	854	Partial
25	923	Partial
25	924	Partial
25	1073	Partial
25	1456	Partial
25	1594	Partial
25	1596	Partial
25	1601	Partial
25	1604	Partial
25	1610	Partial
25	1611	Partial
25	1612	Partial
25	1614	Partial
25	1615	Partial
25	1616	Partial
25	1660	Exact
26	20	Exact
26	22	Exact
26	39	Exact
26	44	Exact
26	45	Exact
26	46	Exact
26	62	Exact
26	78	Partial
26	130	Exact
26	131	Exact
26	132	Exact
26	137	Exact
26	248	Exact
26	253	Exact
26	278	Partial
26	741	Partial
26	834	Partial
26	926	Exact
26	927	Partial
26	929	Exact
26	1014	Partial
26	1033	Partial
26	1314	Partial
26	1317	Partial
26	1319	Partial
26	1321	Partial
26	1332	Partial
26	1333	Partial
26	1334	Partial
26	1641	Partial
26	1663	Exact
27	30	Exact
27	34	Partial
27	45	Partial
27	54	Exact
27	63	Partial
27	65	Exact
27	67	Partial
27	130	Partial
27	132	Partial
27	137	Partial
27	231	Partial
27	248	Exact
27	250	Partial
27	253	Exact
27	255	Partial
27	597	Partial
27	599	Partial
27	813	Partial
27	866	Exact
27	1014	Exact
27	1129	Exact
27	1307	Exact
27	1567	Partial
27	1645	Exact
27	1712	Exact
27	1713	Exact
27	1714	Exact
27	1717	Exact
28	104	Partial
28	135	Partial
28	292	Partial
28	293	Partial
28	303	Exact
28	305	Exact
28	321	Exact
28	334	Partial
28	342	Partial
28	347	Partial
28	361	Partial
28	368	Partial
28	371	Partial
28	390	Partial
28	431	Partial
28	459	Partial
28	583	Partial
28	602	Exact
28	604	Exact
28	724	Partial
28	783	Partial
28	965	Partial
28	1573	Partial
28	1574	Partial
28	1575	Partial
28	1610	Exact
28	1633	Partial
28	1731	Partial
29	94	Partial
29	129	Partial
29	320	Exact
29	391	Partial
29	447	Partial
29	593	Exact
29	601	Exact
29	606	Partial
29	615	Exact
29	617	Exact
29	621	Exact
29	716	Exact
29	768	Partial
29	857	Exact
29	882	Exact
29	889	Partial
29	899	Partial
29	915	Exact
29	928	Partial
29	946	Exact
29	990	Exact
29	1013	Partial
29	1024	Partial
29	1064	Exact
29	1103	Exact
29	1304	Exact
29	1309	Exact
29	1314	Exact
29	1468	Exact
29	1506	Partial
29	1555	Exact
29	1616	Exact
29	1665	Exact
29	1666	Partial
29	1667	Exact
29	1668	Exact
30	93	Partial
30	250	Partial
30	251	Partial
30	254	Exact
30	332	Partial
30	351	Partial
30	360	Partial
30	513	Partial
30	815	Exact
30	887	Partial
30	986	Exact
30	1012	Exact
30	1084	Partial
30	1166	Partial
30	1257	Partial
30	1287	Partial
30	1288	Partial
30	1391	Partial
30	1486	Partial
30	1496	Partial
30	1555	Partial
30	1607	Partial
30	1622	Partial
30	1701	Partial
30	1721	Partial
31	232	Partial
31	317	Partial
31	541	Partial
31	564	Partial
31	565	Partial
31	576	Exact
31	577	Exact
31	922	Exact
31	923	Exact
31	924	Exact
31	1531	Partial
31	1596	Partial
31	1599	Partial
31	1600	Partial
31	1604	Partial
31	1611	Partial
31	1613	Partial
31	1615	Partial
31	1616	Partial
32	129	Partial
32	354	Exact
32	566	Partial
32	579	Partial
32	601	Exact
32	614	Exact
32	617	Exact
32	709	Partial
32	716	Partial
32	768	Partial
32	857	Exact
32	881	Partial
32	882	Partial
32	934	Partial
32	946	Partial
32	950	Partial
32	1013	Partial
32	1014	Exact
32	1064	Partial
32	1066	Partial
32	1103	Partial
32	1172	Exact
32	1519	Partial
32	1570	Partial
32	1665	Exact
32	1666	Partial
32	1667	Exact
32	1668	Partial
33	14	Partial
33	15	Partial
33	355	Exact
33	356	Partial
33	357	Partial
33	597	Partial
33	780	Partial
33	803	Partial
33	1021	Partial
33	1086	Partial
33	1087	Exact
33	1104	Partial
33	1175	Partial
33	1251	Exact
33	1274	Partial
33	1362	Partial
33	1478	Exact
33	1479	Exact
33	1480	Partial
33	1481	Partial
33	1511	Partial
33	1513	Partial
33	1537	Partial
33	1610	Partial
33	1664	Partial
33	1690	Partial
34	255	Partial
34	298	Partial
34	299	Partial
34	367	Exact
34	507	Partial
34	508	Partial
34	509	Partial
34	789	Exact
34	828	Partial
34	887	Exact
34	1090	Partial
34	1091	Partial
34	1093	Partial
34	1095	Partial
34	1096	Partial
34	1106	Partial
34	1556	Partial
34	1636	Partial
34	1642	Partial
35	348	Exact
35	349	Exact
35	350	Exact
35	351	Exact
35	352	Exact
35	353	Exact
35	354	Exact
35	507	Partial
35	508	Partial
35	509	Partial
35	802	Partial
35	1091	Partial
35	1145	Exact
35	1379	Partial
35	1391	Partial
36	2	Partial
36	17	Exact
36	27	Exact
36	69	Partial
36	72	Partial
36	365	Exact
36	595	Exact
36	721	Partial
36	799	Exact
36	811	Partial
36	1015	Partial
36	1168	Partial
36	1180	Partial
36	1632	Partial
36	1663	Partial
36	1715	Exact
36	1716	Exact
36	1717	Exact
36	1719	Exact
36	1720	Exact
37	244	Partial
37	280	Exact
37	308	Exact
37	310	Exact
37	311	Exact
37	312	Exact
37	399	Partial
37	400	Partial
37	405	Exact
37	408	Partial
37	429	Exact
37	508	Partial
37	509	Exact
37	515	Partial
37	517	Exact
37	550	Exact
37	894	Exact
37	988	Exact
37	1076	Partial
37	1117	Exact
37	1171	Exact
37	1539	Partial
38	20	Partial
38	84	Partial
38	347	Partial
38	357	Partial
38	779	Exact
38	1013	Partial
38	1249	Partial
38	1392	Partial
38	1567	Partial
38	1568	Exact
38	1610	Partial
38	1630	Partial
38	1633	Partial
39	99	Partial
39	100	Partial
39	128	Partial
39	247	Partial
39	422	Partial
39	451	Partial
39	595	Partial
39	599	Partial
39	768	Partial
39	788	Partial
39	819	Partial
39	860	Partial
39	862	Partial
39	866	Exact
39	888	Partial
39	1013	Exact
39	1153	Exact
39	1162	Exact
39	1351	Partial
39	1382	Exact
39	1491	Partial
39	1507	Partial
39	1619	Partial
39	1621	Partial
39	1645	Partial
39	1646	Partial
39	1709	Exact
39	1710	Exact
39	1713	Exact
39	1714	Partial
39	1720	Exact
40	598	Partial
40	614	Partial
40	836	Partial
40	837	Exact
40	838	Exact
40	839	Exact
40	840	Exact
40	850	Partial
40	852	Exact
40	853	Partial
40	911	Partial
40	912	Partial
40	913	Partial
40	915	Partial
40	1157	Exact
40	1158	Partial
40	1642	Partial
40	1665	Partial
40	1666	Partial
40	1667	Partial
41	100	Partial
41	153	Partial
41	608	Exact
41	610	Partial
41	611	Partial
41	613	Partial
41	615	Partial
41	617	Partial
41	621	Partial
41	624	Partial
41	625	Partial
41	788	Partial
41	866	Partial
41	1026	Exact
41	1089	Exact
41	1287	Exact
41	1309	Partial
41	1348	Exact
41	1349	Exact
41	1350	Partial
41	1351	Exact
41	1352	Partial
41	1353	Exact
41	1388	Partial
41	1435	Partial
41	1505	Partial
41	1506	Partial
41	1507	Exact
41	1508	Exact
41	1616	Partial
43	27	Partial
43	49	Exact
43	54	Partial
43	55	Partial
43	57	Partial
43	64	Partial
43	68	Partial
43	248	Exact
43	249	Exact
43	251	Partial
43	253	Partial
43	254	Partial
43	255	Exact
43	487	Partial
43	833	Partial
43	843	Partial
43	845	Exact
43	847	Partial
43	887	Exact
43	931	Partial
43	932	Partial
43	933	Partial
43	1014	Exact
43	1129	Partial
43	1162	Partial
43	1163	Partial
43	1164	Exact
43	1167	Partial
43	1710	Exact
43	1712	Exact
43	1713	Partial
43	1714	Partial
43	1721	Exact
44	27	Exact
44	28	Exact
44	29	Exact
44	32	Partial
44	41	Partial
44	45	Exact
44	63	Partial
44	65	Partial
44	66	Partial
44	130	Exact
44	131	Partial
44	132	Exact
44	137	Partial
44	248	Exact
44	249	Exact
44	250	Exact
44	251	Exact
44	252	Exact
44	253	Partial
44	254	Partial
44	255	Exact
44	528	Partial
44	597	Exact
44	599	Exact
44	828	Partial
44	887	Partial
44	1014	Partial
44	1024	Exact
44	1028	Exact
44	1167	Exact
44	1663	Partial
44	1713	Exact
44	1715	Partial
44	1716	Exact
44	1718	Exact
45	232	Exact
45	233	Exact
45	540	Exact
45	565	Partial
45	576	Partial
45	615	Exact
45	825	Partial
45	923	Exact
45	924	Partial
45	1293	Partial
45	1294	Partial
45	1295	Partial
45	1296	Partial
45	1399	Partial
45	1400	Partial
45	1401	Partial
45	1402	Partial
45	1456	Partial
45	1457	Partial
45	1458	Partial
45	1459	Partial
45	1594	Partial
45	1596	Exact
45	1598	Partial
45	1599	Partial
45	1600	Partial
45	1602	Exact
45	1608	Partial
45	1609	Exact
45	1611	Exact
45	1612	Partial
45	1613	Partial
45	1615	Partial
45	1616	Exact
45	1660	Partial
46	100	Partial
46	396	Partial
46	435	Partial
46	449	Partial
46	450	Partial
46	451	Exact
46	452	Partial
46	479	Partial
46	495	Partial
46	788	Partial
46	820	Exact
46	836	Partial
46	841	Partial
46	861	Exact
46	888	Partial
46	890	Partial
46	896	Partial
46	897	Partial
46	898	Partial
46	910	Partial
46	1131	Exact
46	1244	Partial
46	1382	Partial
46	1491	Partial
46	1492	Partial
46	1529	Partial
46	1621	Partial
46	1682	Partial
46	1723	Partial
47	153	Partial
47	167	Partial
47	174	Partial
47	257	Partial
47	275	Partial
47	318	Exact
47	337	Partial
47	340	Partial
47	343	Partial
47	344	Partial
47	360	Partial
47	567	Exact
47	624	Partial
47	889	Partial
47	905	Exact
47	1286	Partial
47	1375	Partial
47	1388	Partial
47	1389	Partial
47	1669	Exact
48	174	Exact
48	179	Partial
48	275	Exact
48	332	Partial
48	338	Partial
48	341	Partial
48	346	Partial
48	472	Partial
48	659	Partial
48	800	Partial
48	1258	Partial
48	1285	Partial
48	1288	Partial
48	1289	Partial
48	1384	Partial
48	1390	Partial
48	1419	Partial
48	1452	Partial
48	1550	Partial
48	1623	Partial
48	1637	Partial
49	332	Partial
49	333	Partial
49	334	Partial
49	445	Partial
49	640	Partial
49	859	Partial
49	1091	Partial
49	1256	Partial
49	1257	Exact
49	1258	Partial
49	1286	Exact
49	1288	Partial
49	1289	Exact
49	1290	Partial
49	1297	Partial
49	1298	Partial
49	1299	Partial
49	1656	Partial
49	1659	Partial
50	261	Partial
50	355	Exact
50	357	Partial
50	358	Partial
50	359	Partial
50	443	Partial
50	662	Partial
50	663	Partial
50	672	Partial
50	685	Partial
50	886	Partial
50	936	Partial
50	1021	Exact
50	1104	Partial
50	1115	Exact
50	1175	Partial
50	1250	Exact
50	1251	Partial
50	1272	Partial
50	1277	Partial
50	1356	Partial
50	1363	Partial
50	1374	Partial
50	1447	Partial
50	1478	Partial
50	1479	Exact
50	1481	Exact
50	1482	Exact
50	1511	Partial
50	1512	Partial
50	1635	Partial
50	1700	Partial
51	232	Exact
51	540	Partial
51	541	Partial
51	542	Partial
51	587	Partial
51	611	Partial
51	613	Partial
51	614	Partial
51	615	Exact
51	616	Partial
51	617	Partial
51	618	Partial
51	619	Exact
51	621	Partial
51	622	Exact
51	625	Partial
51	923	Exact
51	934	Partial
51	1348	Partial
51	1353	Partial
51	1609	Exact
51	1666	Partial
51	1667	Partial
51	1756	Partial
52	1	Partial
52	110	Exact
52	113	Partial
52	114	Exact
52	117	Partial
52	120	Partial
52	122	Exact
52	434	Partial
52	592	Partial
52	734	Partial
52	735	Partial
52	736	Exact
52	737	Exact
52	762	Partial
52	770	Exact
52	771	Partial
52	772	Exact
52	773	Partial
52	870	Partial
52	1023	Exact
52	1039	Partial
52	1126	Exact
52	1561	Partial
52	1562	Partial
52	1563	Exact
52	1564	Exact
52	1565	Partial
53	348	Exact
53	351	Exact
53	368	Partial
53	585	Exact
53	617	Partial
53	768	Exact
53	777	Partial
53	889	Exact
53	919	Partial
53	1013	Exact
53	1014	Exact
53	1103	Partial
53	1321	Exact
53	1584	Partial
53	1641	Exact
53	1710	Partial
54	152	Partial
54	153	Partial
54	294	Partial
54	295	Partial
54	296	Partial
54	297	Exact
54	299	Partial
54	321	Exact
54	322	Partial
54	323	Exact
54	324	Exact
54	325	Exact
54	326	Exact
54	328	Partial
54	329	Partial
54	407	Exact
54	507	Exact
54	508	Exact
54	509	Partial
54	510	Exact
54	511	Partial
54	514	Exact
54	515	Partial
54	516	Partial
54	528	Partial
54	567	Partial
54	840	Partial
54	843	Partial
54	845	Partial
54	847	Partial
54	849	Partial
54	852	Partial
54	1290	Exact
54	1702	Partial
54	1703	Exact
55	100	Partial
55	199	Exact
55	356	Exact
55	450	Partial
55	451	Partial
55	649	Partial
55	803	Partial
55	886	Partial
55	1021	Partial
55	1087	Partial
55	1104	Partial
55	1175	Partial
55	1176	Partial
55	1270	Exact
55	1361	Exact
55	1363	Exact
55	1412	Exact
55	1441	Exact
55	1664	Partial
55	1684	Exact
55	1690	Exact
55	1705	Partial
56	369	Partial
56	370	Partial
56	552	Partial
56	610	Partial
56	794	Partial
56	958	Exact
56	986	Partial
56	1015	Exact
56	1107	Partial
56	1113	Partial
56	1362	Exact
56	1372	Partial
56	1413	Exact
56	1483	Exact
56	1484	Partial
56	1485	Exact
56	1486	Partial
56	1487	Exact
56	1493	Partial
56	1496	Partial
56	1552	Partial
56	1554	Partial
56	1555	Partial
56	1619	Partial
57	343	Partial
57	442	Partial
57	956	Exact
57	1021	Exact
57	1103	Exact
57	1113	Partial
57	1265	Partial
57	1283	Partial
57	1355	Partial
57	1378	Partial
57	1385	Partial
57	1411	Partial
57	1414	Partial
57	1437	Partial
57	1504	Partial
57	1683	Partial
57	1691	Partial
57	1722	Partial
58	35	Exact
58	203	Exact
58	228	Exact
58	365	Exact
58	489	Partial
58	790	Exact
58	791	Partial
58	793	Partial
58	794	Partial
58	795	Partial
58	796	Partial
58	797	Partial
58	798	Exact
58	799	Exact
58	800	Exact
58	801	Exact
58	803	Exact
58	804	Exact
58	805	Exact
58	806	Partial
58	807	Partial
58	809	Exact
58	812	Partial
58	818	Partial
58	820	Partial
58	822	Partial
58	1041	Exact
58	1146	Partial
58	1147	Partial
58	1148	Partial
58	1150	Partial
58	1283	Exact
58	1367	Exact
58	1368	Exact
58	1383	Exact
58	1689	Partial
58	1719	Partial
59	81	Partial
59	317	Exact
59	320	Partial
59	363	Partial
59	364	Partial
59	564	Partial
59	565	Partial
59	568	Partial
59	923	Partial
59	924	Partial
59	1595	Partial
59	1596	Partial
59	1597	Exact
59	1598	Partial
59	1599	Partial
59	1602	Partial
59	1605	Exact
59	1606	Partial
59	1608	Partial
59	1609	Exact
59	1610	Partial
59	1611	Partial
59	1612	Partial
59	1613	Partial
59	1615	Partial
59	1616	Partial
59	1660	Partial
60	620	Partial
60	833	Partial
60	846	Exact
60	1050	Partial
60	1080	Partial
60	1152	Exact
60	1666	Partial
